t,x,y,yaw,speed,target_y,steering,left_wheel,right_wheel
63.550,0.4459,-0.0020,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
63.650,0.4429,-0.0020,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
63.750,0.4400,-0.0020,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
63.850,0.4371,-0.0020,0.0025,0.0293,0.20,0.0000,0.0000,0.0000
63.950,0.4342,-0.0020,0.0025,0.0293,0.20,0.0000,0.0000,0.0000
64.050,0.4312,-0.0020,0.0025,0.0293,0.20,0.0000,0.0000,0.0000
64.150,0.4283,-0.0020,0.0025,0.0293,0.20,0.0000,0.0000,0.0000
64.250,0.4254,-0.0020,0.0025,0.0293,0.20,0.0000,0.0000,0.0000
64.350,0.4224,-0.0020,0.0025,0.0293,0.20,0.0000,0.0000,0.0000
64.450,0.4195,-0.0020,0.0025,0.0293,0.20,0.0000,0.0000,0.0000
64.550,0.4166,-0.0021,0.0025,0.0293,0.20,0.0000,0.0000,0.0000
